0.000000000000000000e+00 0.000000000000000000e+00 -4.754151599999999894e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.345637799999999995e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.416796800000000148e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.677939799999999940e-02 1.952254100000000089e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.583980300000000146e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.316369399999999856e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.203167799999999898e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.148153259999999953e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.001925109999999980e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.656094799999999367e-02
-3.554764700000000166e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.073622899999999880e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.308112000000000053e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.084901400000000293e-02 0.000000000000000000e+00 0.000000000000000000e+00 -1.152356419999999992e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.264632649999999914e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.183652689999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.225725470000000039e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.064116249999999875e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.842621050000000094e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.876504589999999917e-01 0.000000000000000000e+00
6.414910799999999635e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.197879699999999825e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.532602999999999827e-02 0.000000000000000000e+00 0.000000000000000000e+00 -7.629246100000000586e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.711398199999999870e-02 1.451626500000000042e-02 -6.072975299999999743e-02 -4.672329199999999960e-02 -2.281049500000000008e-02 -5.248520200000000163e-02 -4.577863100000000018e-02 -2.159915600000000130e-02 -4.713816099999999787e-02 -4.657804000000000111e-02 2.337524699999999830e-02 -4.932442100000000024e-02 -4.689288600000000168e-02 0.000000000000000000e+00 0.000000000000000000e+00 -5.248520200000000163e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.713816099999999787e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.932442100000000024e-02 0.000000000000000000e+00 0.000000000000000000e+00 -1.386164219999999891e-01 -1.386164219999999891e-01 0.000000000000000000e+00 -1.294835619999999965e-01 -1.294835619999999965e-01 0.000000000000000000e+00 -1.299914369999999875e-01 -1.299914369999999875e-01
-1.528782999999999921e-03 0.000000000000000000e+00 -1.239943790000000018e-01 -1.528782999999999921e-03 0.000000000000000000e+00 -1.239943790000000018e-01 -5.257960200000000306e-02 -1.531544500000000045e-02 -2.741459400000000046e-02 -5.257960200000000306e-02 1.531544500000000045e-02 -2.741459400000000046e-02 4.823365999999999938e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.823365999999999938e-03 0.000000000000000000e+00 0.000000000000000000e+00 -9.748856300000000030e-02 0.000000000000000000e+00 0.000000000000000000e+00 -9.748856300000000030e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.438293209999999878e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.438293209999999878e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.438293209999999878e-01 0.000000000000000000e+00
-1.014173619999999970e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.083701660000000039e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.051714609999999939e-01 0.000000000000000000e+00 0.000000000000000000e+00 -9.404824900000000043e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.290282499999999666e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.057613300000000034e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.392924899999999661e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.189946600000000326e-02 0.000000000000000000e+00 0.000000000000000000e+00 -1.005399869999999973e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.180292119999999945e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.073899660000000034e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.138478899999999933e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.197837410000000047e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.967993859999999928e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.967993859999999928e-01 0.000000000000000000e+00
-1.708099999999999994e-04 0.000000000000000000e+00 -1.035058789999999951e-01 -1.708099999999999994e-04 0.000000000000000000e+00 -1.035058789999999951e-01 -4.715298700000000037e-02 -1.373540300000000020e-02 -1.820644700000000060e-02 -4.715298700000000037e-02 1.373540300000000020e-02 -1.820644700000000060e-02 4.756236999999999965e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.756236999999999965e-03 0.000000000000000000e+00 0.000000000000000000e+00 -1.058578639999999960e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.058578639999999960e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.169676560000000087e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.169676560000000087e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.169676560000000087e-01 0.000000000000000000e+00
-1.549168999999999980e-03 0.000000000000000000e+00 -1.251691819999999900e-01 -1.549168999999999980e-03 0.000000000000000000e+00 -1.251691819999999900e-01 -5.420966700000000305e-02 -1.590624599999999889e-02 -2.520586000000000007e-02 -5.420966700000000305e-02 1.590624599999999889e-02 -2.520586000000000007e-02 4.157886000000000394e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.157886000000000394e-03 0.000000000000000000e+00 0.000000000000000000e+00 -1.075227430000000040e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.075227430000000040e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.477998499999999882e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.477998499999999882e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.477998499999999882e-01 0.000000000000000000e+00
-4.671492599999999690e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.770903799999999834e-02 0.000000000000000000e+00 0.000000000000000000e+00 -1.629763999999999866e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.701065500000000147e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.671492599999999690e-02 0.000000000000000000e+00 0.000000000000000000e+00 -5.053558899999999882e-02 0.000000000000000000e+00 0.000000000000000000e+00 -5.281373100000000265e-02 0.000000000000000000e+00 0.000000000000000000e+00 -4.429363199999999945e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.877564579999999872e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.454854289999999994e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.154839950000000059e-01 0.000000000000000000e+00
